,id,Player,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,TD/G
799,McKeIs00,Isaiah McKenzie,24,WR,15,8,39.0,27,69.2%,254,9.4,1,46,6.5,1.8,16.9,0.0,0.1
800,McKeIs00,Isaiah McKenzie,25,WR,16,7,34.0,30,88.2%,282,9.4,5,46,8.3,1.9,17.6,0.0,0.3
801,McKeIs00,Isaiah McKenzie,26,WR,15,2,26.0,20,76.9%,178,8.9,1,28,6.8,1.3,11.9,2.0,0.1
802,McKeSe01,Sean McKeon,24,TE,9,2,6.0,4,66.7%,27,6.8,1,12,4.5,0.4,3.0,0.0,0.1
803,McKiJ.00,J.D. McKissic,23,WR,1,0,2.0,2,100.0%,16,8.0,0,10,8.0,2.0,16.0,0.0,0.0
804,McKiJ.00,J.D. McKissic,24,WR,13,1,46.0,34,73.9%,266,7.8,2,27,5.8,2.6,20.5,0.0,0.2
805,McKiJ.00,J.D. McKissic,25,WR,5,0,1.0,0,0.0%,0,0,0,0,0.0,0.0,0.0,0.0,0.0
806,McKiJ.00,J.D. McKissic,26,WR,16,3,42.0,34,81.0%,233,6.9,1,26,5.5,2.1,14.6,0.0,0.1
807,McKiJ.00,J.D. McKissic,27,RB,16,7,110.0,80,72.7%,589,7.4,2,29,5.4,5.0,36.8,3.0,0.1
808,McKiJ.00,J.D. McKissic,28,WR,11,3,53.0,43,81.1%,397,9.2,2,56,7.5,3.9,36.1,0.0,0.2
809,McKiJe00,Jerick McKinnon,22,RB,11,6,41.0,27,65.9%,135,5.0,0,17,3.3,2.5,12.3,0.0,0.0
810,McKiJe00,Jerick McKinnon,23,RB,16,0,29.0,21,72.4%,173,8.2,1,30,6.0,1.3,10.8,0.0,0.1
811,McKiJe00,Jerick McKinnon,24,RB,15,7,53.0,43,81.1%,255,5.9,2,41,4.8,2.9,17.0,0.0,0.1
812,McKiJe00,Jerick McKinnon,25,RB,16,1,68.0,51,75.0%,421,8.3,2,41,6.2,3.2,26.3,3.0,0.1
813,McKiJe00,Jerick McKinnon,28,RB,16,4,46.0,33,71.7%,253,7.7,1,26,5.5,2.1,15.8,0.0,0.1
814,McKiJe00,Jerick McKinnon,29,RB,13,0,20.0,13,65.0%,107,8.2,1,14,5.4,1.0,8.2,0.0,0.1
815,McKiTr00,Tre' McKitty,22,TE,11,4,8.0,6,75.0%,45,7.5,0,12,5.6,0.5,4.1,0.0,0.0
816,McLaTe00,Terry McLaurin,24,WR,14,14,93.0,58,62.4%,919,15.8,7,75,9.9,4.1,65.6,0.0,0.5
817,McLaTe00,Terry McLaurin,25,WR,15,15,134.0,87,64.9%,1118,12.9,4,68,8.3,5.8,74.5,1.0,0.3
818,McLaTe00,Terry McLaurin,26,WR,17,17,130.0,77,59.2%,1053,13.7,5,46,8.1,4.5,61.9,0.0,0.3
819,MetcDK00,D.K. Metcalf,22,WR,16,15,100.0,58,58.0%,900,15.5,7,54,9.0,3.6,56.3,3.0,0.4
820,MetcDK00,D.K. Metcalf*,23,WR,16,16,129.0,83,64.3%,1303,15.7,10,62,10.1,5.2,81.4,1.0,0.6
821,MetcDK00,D.K. Metcalf,24,WR,17,17,129.0,75,58.1%,967,12.9,12,84,7.5,4.4,56.9,1.0,0.7
822,MeyeJa01,Jakobi Meyers,23,WR,15,1,41.0,26,63.4%,359,13.8,0,35,8.8,1.7,23.9,0.0,0.0
823,MeyeJa01,Jakobi Meyers,24,WR,14,9,81.0,59,72.8%,729,12.4,0,35,9.0,4.2,52.1,1.0,0.0
824,MeyeJa01,Jakobi Meyers,25,WR,17,16,126.0,83,65.9%,866,10.4,2,39,6.9,4.9,50.9,1.0,0.1
825,MichSo00,Sony Michel,23,RB,13,8,11.0,7,63.6%,50,7.1,0,13,4.5,0.5,3.8,1.0,0.0
826,MichSo00,Sony Michel,24,RB,16,14,20.0,12,60.0%,94,7.8,0,19,4.7,0.8,5.9,2.0,0.0
827,MichSo00,Sony Michel,25,RB,9,6,9.0,7,77.8%,114,16.3,1,31,12.7,0.8,12.7,0.0,0.1
828,MichSo00,Sony Michel,26,RB,17,7,33.0,21,63.6%,128,6.1,1,24,3.9,1.2,7.5,1.0,0.1
829,MillSc01,Scott Miller,22,WR,10,2,26.0,13,50.0%,200,15.4,1,48,7.7,1.3,20.0,0.0,0.1
830,MillSc01,Scott Miller,23,WR,16,5,53.0,33,62.3%,501,15.2,3,48,9.5,2.1,31.3,0.0,0.2
831,MillSc01,Scott Miller,24,WR,9,0,9.0,5,55.6%,38,7.6,0,13,4.2,0.6,4.2,0.0,0.0
832,MilnDa00,Dax Milne,22,WR,13,1,14.0,9,64.3%,83,9.2,0,22,5.9,0.7,6.4,1.0,0.0
833,MimsDe00,Denzel Mims,23,WR,9,8,44.0,23,52.3%,357,15.5,0,30,8.1,2.6,39.7,0.0,0.0
834,MimsDe00,Denzel Mims,24,WR,11,3,23.0,8,34.8%,133,16.6,0,40,5.8,0.7,12.1,0.0,0.0
835,MitcEl00,Elijah Mitchell,23,RB,11,10,20.0,19,95.0%,137,7.2,1,14,6.9,1.7,12.5,0.0,0.1
836,MixoJo00,Joe Mixon,21,RB,14,7,34.0,30,88.2%,287,9.6,0,67,8.4,2.1,20.5,3.0,0.0
837,MixoJo00,Joe Mixon,22,RB,14,13,55.0,43,78.2%,296,6.9,1,21,5.4,3.1,21.1,0.0,0.1
838,MixoJo00,Joe Mixon,23,RB,16,15,45.0,35,77.8%,287,8.2,3,33,6.4,2.2,17.9,0.0,0.2
839,MixoJo00,Joe Mixon,24,RB,6,6,26.0,21,80.8%,138,6.6,1,19,5.3,3.5,23.0,1.0,0.2
840,MixoJo00,Joe Mixon*,25,RB,16,16,48.0,42,87.5%,314,7.5,3,52,6.5,2.6,19.6,2.0,0.2
841,MontDa01,David Montgomery,22,RB,16,8,35.0,25,71.4%,185,7.4,1,30,5.3,1.6,11.6,2.0,0.1
842,MontDa01,David Montgomery,23,RB,15,14,68.0,54,79.4%,438,8.1,2,28,6.4,3.6,29.2,1.0,0.1
843,MontDa01,David Montgomery,24,RB,13,13,51.0,42,82.4%,301,7.2,0,16,5.9,3.2,23.2,1.0,0.0
844,MontTy01,Ty Montgomery,22,WR,6,3,19.0,15,78.9%,136,9.1,2,31,7.2,2.5,22.7,0.0,0.3
845,MontTy01,Ty Montgomery,23,RB,15,6,56.0,44,78.6%,348,7.9,0,24,6.2,2.9,23.2,2.0,0.0
846,MontTy01,Ty Montgomery,24,RB,8,5,31.0,23,74.2%,173,7.5,1,23,5.6,2.9,21.6,0.0,0.1
847,MontTy01,Ty Montgomery,25,WR,13,0,40.0,25,62.5%,235,9.4,0,43,5.9,1.9,18.1,2.0,0.0
848,MontTy01,Ty Montgomery,26,WR,16,2,17.0,13,76.5%,90,6.9,0,21,5.3,0.8,5.6,0.0,0.0
849,MontTy01,Ty Montgomery,27,WR,6,1,6.0,3,50.0%,27,9.0,0,17,4.5,0.5,4.5,0.0,0.0
850,MontTy01,Ty Montgomery,28,WR,14,3,26.0,16,61.5%,95,5.9,0,21,3.7,1.1,6.8,0.0,0.0
851,MoonDa00,Darnell Mooney,23,WR,16,9,98.0,61,62.2%,631,10.3,4,53,6.4,3.8,39.4,1.0,0.2
852,MoonDa00,Darnell Mooney,24,WR,17,14,140.0,81,57.9%,1055,13.0,4,64,7.5,4.8,62.1,0.0,0.2
853,MoorCh00,Chris Moore,23,WR,15,0,16.0,7,43.8%,46,6.6,0,13,2.9,0.5,3.1,1.0,0.0
854,MoorCh00,Chris Moore,24,WR,13,4,38.0,18,47.4%,248,13.8,3,30,6.5,1.4,19.1,0.0,0.2
855,MoorCh00,Chris Moore,25,WR,16,0,25.0,19,76.0%,196,10.3,1,30,7.8,1.2,12.3,0.0,0.1
856,MoorCh00,Chris Moore,26,WR,14,1,5.0,3,60.0%,21,7.0,0,13,4.2,0.2,1.5,0.0,0.0
857,MoorCh00,Chris Moore,28,WR,12,1,22.0,21,95.5%,227,10.8,2,67,10.3,1.8,18.9,0.0,0.2
858,MoorD.00,D.J. Moore,21,WR,16,10,82.0,55,67.1%,788,14.3,2,82,9.6,3.4,49.3,4.0,0.1
859,MoorD.00,D.J. Moore,22,WR,15,15,135.0,87,64.4%,1175,13.5,4,52,8.7,5.8,78.3,2.0,0.3
860,MoorD.00,D.J. Moore,23,WR,15,14,118.0,66,55.9%,1193,18.1,4,74,10.1,4.4,79.5,0.0,0.3
861,MoorD.00,D.J. Moore,24,WR,17,17,163.0,93,57.1%,1157,12.4,4,64,7.1,5.5,68.1,1.0,0.2
862,MoorEl00,Elijah Moore,21,WR,11,6,77.0,43,55.8%,538,12.5,5,62,7.0,3.9,48.9,0.0,0.5
863,MoorJa02,Jason Moore,24,WR,10,0,5.0,2,40.0%,43,21.5,0,32,8.6,0.2,4.3,0.0,0.0
864,MoorJa02,Jason Moore,26,WR,2,1,4.0,3,75.0%,56,18.7,0,24,14.0,1.5,28.0,0.0,0.0
865,MoorRo02,Rondale Moore,21,WR,14,7,64.0,54,84.4%,435,8.1,1,77,6.8,3.9,31.1,3.0,0.1
866,MoreFo00,Foster Moreau,22,TE,13,7,25.0,21,84.0%,174,8.3,5,23,7.0,1.6,13.4,0.0,0.4
867,MoreFo00,Foster Moreau,23,TE,16,2,9.0,7,77.8%,140,20.0,2,47,15.6,0.4,8.8,0.0,0.1
868,MoreFo00,Foster Moreau,24,TE,17,11,44.0,30,68.2%,373,12.4,3,44,8.5,1.8,21.9,1.0,0.2
869,MorgSt02,Stanley Morgan Jr.,23,WR,11,0,10.0,3,30.0%,18,6.0,0,9,1.8,0.3,1.6,0.0,0.0
870,MorgSt02,Stanley Morgan Jr.,25,WR,17,1,4.0,2,50.0%,11,5.5,0,8,2.8,0.1,0.6,0.0,0.0
871,MossZa00,Zack Moss,23,RB,13,0,18.0,14,77.8%,95,6.8,1,20,5.3,1.1,7.3,0.0,0.1
872,MossZa00,Zack Moss,24,RB,13,0,32.0,23,71.9%,197,8.6,1,24,6.2,1.8,15.2,2.0,0.1
873,MostRa00,Raheem Mostert,26,RB,9,0,7.0,6,85.7%,25,4.2,0,23,3.6,0.7,2.8,1.0,0.0
874,MostRa00,Raheem Mostert,27,RB,16,0,22.0,14,63.6%,180,12.9,2,39,8.2,0.9,11.3,2.0,0.1
875,MostRa00,Raheem Mostert,28,RB,8,8,19.0,16,84.2%,156,9.8,1,76,8.2,2.0,19.5,1.0,0.1
876,MundJo00,Johnny Mundt,24,TE,10,0,1.0,1,100.0%,5,5.0,0,5,5.0,0.1,0.5,0.0,0.0
877,MundJo00,Johnny Mundt,25,TE,13,2,7.0,4,57.1%,26,6.5,0,9,3.7,0.3,2.0,0.0,0.0
878,MundJo00,Johnny Mundt,26,TE,16,1,4.0,4,100.0%,53,13.3,0,34,13.3,0.3,3.3,0.0,0.0
879,MundJo00,Johnny Mundt,27,TE,6,0,1.0,1,100.0%,9,9.0,0,9,9.0,0.2,1.5,0.0,0.0
880,MurrLa00,Latavius Murray,24,RB,15,3,23.0,17,73.9%,143,8.4,0,46,6.2,1.1,9.5,1.0,0.0
881,MurrLa00,Latavius Murray*,25,RB,16,16,53.0,41,77.4%,232,5.7,0,23,4.4,2.6,14.5,4.0,0.0
882,MurrLa00,Latavius Murray,26,RB,14,12,43.0,33,76.7%,264,8.0,0,39,6.1,2.4,18.9,2.0,0.0
883,MurrLa00,Latavius Murray,27,RB,16,11,17.0,15,88.2%,103,6.9,0,28,6.1,0.9,6.4,1.0,0.0
884,MurrLa00,Latavius Murray,28,RB,16,6,26.0,22,84.6%,141,6.4,0,16,5.4,1.4,8.8,0.0,0.0
885,MurrLa00,Latavius Murray,29,RB,16,8,43.0,34,79.1%,235,6.9,1,30,5.5,2.1,14.7,0.0,0.1
886,MurrLa00,Latavius Murray,30,RB,15,7,26.0,23,88.5%,176,7.7,1,25,6.8,1.5,11.7,1.0,0.1
887,MurrLa00,Latavius Murray,31,RB,14,6,13.0,10,76.9%,75,7.5,0,18,5.8,0.7,5.4,0.0,0.0
888,NjokDa00,David Njoku,21,TE,16,5,60.0,32,53.3%,386,12.1,4,34,6.4,2.0,24.1,0.0,0.2
889,NjokDa00,David Njoku,22,TE,16,14,88.0,56,63.6%,639,11.4,4,66,7.3,3.5,39.9,0.0,0.2
890,NjokDa00,David Njoku,23,TE,4,1,10.0,5,50.0%,41,8.2,1,18,4.1,1.3,10.3,0.0,0.2
891,NjokDa00,David Njoku,24,TE,13,5,29.0,19,65.5%,213,11.2,2,28,7.3,1.5,16.4,0.0,0.2
892,NjokDa00,David Njoku,25,TE,16,11,53.0,36,67.9%,475,13.2,4,71,9.0,2.3,29.7,0.0,0.2
893,NwanKe00,Kene Nwangwu,23,RB,11,0,5.0,4,80.0%,9,2.3,0,6,1.8,0.4,0.8,0.0,0.0
894,OgunDa00,Dare Ogunbowale,25,RB,16,0,46.0,35,76.1%,286,8.2,0,21,6.2,2.2,17.9,2.0,0.0
895,OgunDa00,Dare Ogunbowale,26,RB,14,2,20.0,10,50.0%,54,5.4,0,12,2.7,0.7,3.9,0.0,0.0
896,OgunDa00,Dare Ogunbowale,27,RB,17,2,21.0,13,61.9%,114,8.8,1,28,5.4,0.8,6.7,0.0,0.1
897,OkwuAl00,Albert Okwuegbunam,22,TE,4,0,15.0,11,73.3%,121,11.0,1,27,8.1,2.8,30.3,0.0,0.2
898,OkwuAl00,Albert Okwuegbunam,23,TE,14,6,40.0,33,82.5%,330,10.0,2,64,8.3,2.4,23.6,1.0,0.1
899,OlivJo00,Josh Oliver,22,TE,4,1,6.0,3,50.0%,15,5.0,0,6,2.5,0.8,3.8,0.0,0.0
900,OlivJo00,Josh Oliver,24,TE,14,1,15.0,9,60.0%,66,7.3,0,19,4.4,0.6,4.7,1.0,0.0
901,OlszGu00,Gunner Olszewski,23,WR,8,0,4.0,2,50.0%,34,17.0,0,29,8.5,0.3,4.3,1.0,0.0
902,OlszGu00,Gunner Olszewski+,24,WR,13,2,5.0,5,100.0%,62,12.4,1,38,12.4,0.4,4.8,1.0,0.1
903,OlszGu00,Gunner Olszewski,25,WR,16,0,3.0,2,66.7%,31,15.5,0,22,10.3,0.1,1.9,3.0,0.0
904,OsboKJ00,K.J. Osborn,24,WR,17,9,82.0,50,61.0%,655,13.1,7,64,8.0,2.9,38.5,0.0,0.4
905,OzigDe01,Devine Ozigbo,23,RB,10,0,5.0,3,60.0%,23,7.7,0,12,4.6,0.3,2.3,0.0,0.0
906,OzigDe01,Devine Ozigbo,24,RB,8,0,9.0,9,100.0%,42,4.7,0,12,4.7,1.1,5.3,0.0,0.0
907,OzigDe01,Devine Ozigbo,25,RB,3,0,1.0,1,100.0%,7,7.0,0,7,7.0,0.3,2.3,0.0,0.0
908,PalmJo00,Josh Palmer,23,WR,17,5,49.0,33,67.3%,353,10.7,4,36,7.2,1.9,20.8,0.0,0.2
909,ParhDo00,Donald Parham,23,TE,13,5,20.0,10,50.0%,159,15.9,3,26,8.0,0.8,12.2,0.0,0.2
910,ParhDo00,Donald Parham,24,TE,14,9,27.0,20,74.1%,190,9.5,3,22,7.0,1.4,13.6,0.0,0.2
911,ParkCo02,Colby Parkinson,21,TE,6,0,2.0,2,100.0%,16,8.0,0,10,8.0,0.3,2.7,0.0,0.0
912,ParkCo02,Colby Parkinson,22,TE,14,1,8.0,5,62.5%,33,6.6,0,12,4.1,0.4,2.4,0.0,0.0
913,ParkDe01,DeVante Parker,22,WR,14,4,50.0,26,52.0%,494,19.0,3,49,9.9,1.9,35.3,0.0,0.2
914,ParkDe01,DeVante Parker,23,WR,15,8,87.0,56,64.4%,744,13.3,4,56,8.6,3.7,49.6,0.0,0.3
915,ParkDe01,DeVante Parker,24,WR,13,12,96.0,57,59.4%,670,11.8,1,36,7.0,4.4,51.5,1.0,0.1
916,ParkDe01,DeVante Parker,25,WR,11,7,47.0,24,51.1%,309,12.9,1,46,6.6,2.2,28.1,0.0,0.1
917,ParkDe01,DeVante Parker,26,WR,16,14,128.0,72,56.3%,1202,16.7,9,51,9.4,4.5,75.1,0.0,0.6
918,ParkDe01,DeVante Parker,27,WR,14,11,103.0,63,61.2%,793,12.6,4,31,7.7,4.5,56.6,1.0,0.3
919,ParkDe01,DeVante Parker,28,WR,10,8,73.0,40,54.8%,515,12.9,2,42,7.1,4.0,51.5,0.0,0.2
920,PascZa00,Zach Pascal,24,WR,16,4,46.0,27,58.7%,268,9.9,2,28,5.8,1.7,16.8,0.0,0.1
921,PascZa00,Zach Pascal,25,WR,16,13,72.0,41,56.9%,607,14.8,5,37,8.4,2.6,37.9,0.0,0.3
922,PascZa00,Zach Pascal,26,WR,16,14,71.0,44,62.0%,629,14.3,5,42,8.9,2.8,39.3,0.0,0.3
923,PascZa00,Zach Pascal,27,WR,16,13,69.0,38,55.1%,384,10.1,3,41,5.6,2.4,24.0,1.0,0.2
924,PatmDe00,Dezmon Patmon,23,WR,8,0,4.0,2,50.0%,21,10.5,1,14,5.3,0.3,2.6,0.0,0.1
925,PattCo00,Cordarrelle Patterson*+,22,WR,16,6,77.0,45,58.4%,469,10.4,4,79,6.1,2.8,29.3,0.0,0.2
926,PattCo00,Cordarrelle Patterson,23,WR,16,7,67.0,33,49.3%,384,11.6,1,28,5.7,2.1,24.0,1.0,0.1
927,PattCo00,Cordarrelle Patterson,24,WR,16,1,2.0,2,100.0%,10,5.0,0,9,5.0,0.1,0.6,1.0,0.0
928,PattCo00,Cordarrelle Patterson*+,25,WR,16,8,70.0,52,74.3%,453,8.7,2,39,6.5,3.3,28.3,2.0,0.1
929,PattCo00,Cordarrelle Patterson,26,WR,16,2,42.0,31,73.8%,309,10.0,0,59,7.4,1.9,19.3,3.0,0.0
930,PattCo00,Cordarrelle Patterson,27,WR,15,5,28.0,21,75.0%,247,11.8,3,55,8.8,1.4,16.5,1.0,0.2
931,PattCo00,Cordarrelle Patterson*+,28,WR,16,4,17.0,11,64.7%,83,7.5,0,33,4.9,0.7,5.2,0.0,0.0
932,PattCo00,Cordarrelle Patterson*+,29,WR,16,3,25.0,21,84.0%,132,6.3,0,25,5.3,1.3,8.3,0.0,0.0
933,PattCo00,Cordarrelle Patterson,30,RB,16,13,69.0,52,75.4%,548,10.5,5,64,7.9,3.3,34.3,2.0,0.3
934,PennRa00,Rashaad Penny,22,RB,14,0,12.0,9,75.0%,75,8.3,0,24,6.3,0.6,5.4,0.0,0.0
935,PennRa00,Rashaad Penny,23,RB,10,0,11.0,8,72.7%,83,10.4,1,30,7.5,0.8,8.3,1.0,0.1
936,PennRa00,Rashaad Penny,25,RB,10,6,8.0,6,75.0%,48,8.0,0,27,6.0,0.6,4.8,0.0,0.0
937,PeopDo00,Donovan Peoples-Jones,21,WR,12,2,20.0,14,70.0%,304,21.7,2,75,15.2,1.2,25.3,0.0,0.2
938,PeopDo00,Donovan Peoples-Jones,22,WR,14,9,58.0,34,58.6%,597,17.6,3,60,10.3,2.4,42.6,2.0,0.2
939,PeriSa00,Samaje Perine,22,RB,16,8,24.0,22,91.7%,182,8.3,1,25,7.6,1.4,11.4,2.0,0.1
940,PeriSa00,Samaje Perine,23,RB,5,0,4.0,3,75.0%,5,1.7,0,8,1.3,0.6,1.0,0.0,0.0
941,PeriSa00,Samaje Perine,25,RB,16,1,12.0,11,91.7%,66,6.0,0,15,5.5,0.7,4.1,0.0,0.0
942,PeriSa00,Samaje Perine,26,RB,16,0,31.0,27,87.1%,196,7.3,1,23,6.3,1.7,12.3,0.0,0.1
943,PerrBr02,Breshad Perriman,23,WR,16,1,66.0,33,50.0%,499,15.1,3,53,7.6,2.1,31.2,0.0,0.2
944,PerrBr02,Breshad Perriman,24,WR,11,3,35.0,10,28.6%,77,7.7,0,14,2.2,0.9,7.0,0.0,0.0
945,PerrBr02,Breshad Perriman,25,WR,10,2,25.0,16,64.0%,340,21.3,2,66,13.6,1.6,34.0,0.0,0.2
946,PerrBr02,Breshad Perriman,26,WR,14,4,69.0,36,52.2%,645,17.9,6,44,9.3,2.6,46.1,0.0,0.4
947,PerrBr02,Breshad Perriman,27,WR,12,12,60.0,30,50.0%,505,16.8,3,53,8.4,2.5,42.1,0.0,0.2
948,PerrBr02,Breshad Perriman,28,WR,6,0,18.0,11,61.1%,167,15.2,1,58,9.3,1.8,27.8,0.0,0.2
949,PettDa00,Dante Pettis,23,WR,12,7,45.0,27,60.0%,467,17.3,5,75,10.4,2.3,38.9,2.0,0.4
950,PettDa00,Dante Pettis,24,WR,11,4,24.0,11,45.8%,109,9.9,2,21,4.5,1.0,9.9,0.0,0.2
951,PettDa00,Dante Pettis,25,WR,7,1,6.0,4,66.7%,76,19.0,1,33,12.7,0.6,10.9,1.0,0.1
952,PettDa00,Dante Pettis,26,WR,3,0,16.0,10,62.5%,87,8.7,1,27,5.4,3.3,29.0,1.0,0.3
953,PittKy00,Kyle Pitts*,21,TE,17,15,110.0,68,61.8%,1026,15.1,1,61,9.3,4.0,60.4,0.0,0.1
954,PittMi01,Michael Pittman Jr.,23,WR,13,8,61.0,40,65.6%,503,12.6,1,45,8.2,3.1,38.7,0.0,0.1
955,PittMi01,Michael Pittman Jr.,24,WR,17,17,129.0,88,68.2%,1082,12.3,6,57,8.4,5.2,63.6,1.0,0.4
956,PollTo00,Tony Pollard,22,RB,15,0,20.0,15,75.0%,107,7.1,1,21,5.4,1.0,7.1,1.0,0.1
957,PollTo00,Tony Pollard,23,RB,16,2,40.0,28,70.0%,193,6.9,1,30,4.8,1.8,12.1,0.0,0.1
958,PollTo00,Tony Pollard,24,RB,15,0,46.0,39,84.8%,337,8.6,0,32,7.3,2.6,22.5,2.0,0.0
959,PoweBr00,Brandon Powell,23,WR,6,1,17.0,11,64.7%,129,11.7,0,41,7.6,1.8,21.5,0.0,0.0
960,PoweBr00,Brandon Powell,25,WR,15,1,18.0,12,66.7%,69,5.8,2,13,3.8,0.8,4.6,2.0,0.1
961,PrinBy00,Byron Pringle,26,WR,16,0,16.0,12,75.0%,170,14.2,1,28,10.6,0.8,10.6,0.0,0.1
962,PrinBy00,Byron Pringle,27,WR,13,3,17.0,13,76.5%,160,12.3,1,37,9.4,1.0,12.3,0.0,0.1
963,PrinBy00,Byron Pringle,28,WR,17,5,60.0,42,70.0%,568,13.5,5,40,9.5,2.5,33.4,2.0,0.3
964,ProcJa00,James Proche,24,WR,14,0,3.0,1,33.3%,14,14.0,0,14,4.7,0.1,1.0,0.0,0.0
965,ProcJa00,James Proche,25,WR,14,0,20.0,16,80.0%,202,12.6,0,32,10.1,1.1,14.4,0.0,0.0
966,PruiMy00,MyCole Pruitt,23,TE,16,3,16.0,10,62.5%,89,8.9,0,32,5.6,0.6,5.6,0.0,0.0
967,PruiMy00,MyCole Pruitt,24,TE,4,0,2.0,2,100.0%,13,6.5,0,7,6.5,0.5,3.3,0.0,0.0
968,PruiMy00,MyCole Pruitt,26,TE,15,1,11.0,9,81.8%,102,11.3,1,27,9.3,0.6,6.8,0.0,0.1
969,PruiMy00,MyCole Pruitt,27,TE,16,10,8.0,6,75.0%,90,15.0,1,42,11.3,0.4,5.6,0.0,0.1
970,PruiMy00,MyCole Pruitt,28,TE,11,4,8.0,5,62.5%,49,9.8,2,22,6.1,0.5,4.5,0.0,0.2
971,PruiMy00,MyCole Pruitt,29,TE,16,9,18.0,14,77.8%,145,10.4,3,22,8.1,0.9,9.1,0.0,0.2
972,RaymKa00,Kalif Raymond,22,WR,4,0,2.0,0,0.0%,0,0,0,0,0.0,0.0,0.0,2.0,0.0
973,RaymKa00,Kalif Raymond,23,WR,8,0,1.0,1,100.0%,12,12.0,0,12,12.0,0.1,1.5,5.0,0.0
974,RaymKa00,Kalif Raymond,25,WR,8,1,12.0,9,75.0%,170,18.9,1,52,14.2,1.1,21.3,1.0,0.1
975,RaymKa00,Kalif Raymond,26,WR,15,3,15.0,9,60.0%,187,20.8,0,61,12.5,0.6,12.5,0.0,0.0
976,RaymKa00,Kalif Raymond,27,WR,16,14,71.0,48,67.6%,576,12.0,4,75,8.1,3.0,36.0,0.0,0.2
977,ReagJa00,Jalen Reagor,21,WR,11,11,54.0,31,57.4%,396,12.8,1,55,7.3,2.8,36.0,2.0,0.1
978,ReagJa00,Jalen Reagor,22,WR,17,13,57.0,33,57.9%,299,9.1,2,34,5.2,1.9,17.6,2.0,0.1
979,RenfHu00,Hunter Renfrow,24,WR,13,4,71.0,49,69.0%,605,12.3,4,65,8.5,3.8,46.5,1.0,0.3
980,RenfHu00,Hunter Renfrow,25,WR,16,6,77.0,56,72.7%,656,11.7,2,53,8.5,3.5,41.0,2.0,0.1
981,RenfHu00,Hunter Renfrow*,26,WR,17,9,128.0,103,80.5%,1038,10.1,9,54,8.1,6.1,61.1,5.0,0.5
982,ReynCr00,Craig Reynolds,24,RB,2,0,1.0,1,100.0%,3,3.0,0,3,3.0,0.5,1.5,0.0,0.0
983,ReynCr00,Craig Reynolds,25,RB,5,2,8.0,7,87.5%,52,7.4,0,14,6.5,1.4,10.4,0.0,0.0
984,ReynJo00,Josh Reynolds,22,WR,16,1,24.0,11,45.8%,104,9.5,1,28,4.3,0.7,6.5,0.0,0.1
985,ReynJo00,Josh Reynolds,23,WR,16,8,53.0,29,54.7%,402,13.9,5,33,7.6,1.8,25.1,0.0,0.3
986,ReynJo00,Josh Reynolds,24,WR,16,2,43.0,21,48.8%,326,15.5,1,31,7.6,1.3,20.4,0.0,0.1
987,ReynJo00,Josh Reynolds,25,WR,16,13,81.0,52,64.2%,618,11.9,2,40,7.6,3.3,38.6,2.0,0.1
988,ReynJo00,Josh Reynolds,26,WR,12,5,49.0,29,59.2%,396,13.7,2,39,8.1,2.4,33.0,0.0,0.2
989,RobiAl02,Allen Robinson,21,WR,10,8,81.0,48,59.3%,548,11.4,2,54,6.8,4.8,54.8,0.0,0.2
990,RobiAl02,Allen Robinson*,22,WR,16,16,151.0,80,53.0%,1400,17.5,14,90,9.3,5.0,87.5,0.0,0.9
991,RobiAl02,Allen Robinson,23,WR,16,16,151.0,73,48.3%,883,12.1,6,42,5.8,4.6,55.2,1.0,0.4
992,RobiAl02,Allen Robinson,24,WR,1,1,1.0,1,100.0%,17,17.0,0,17,17.0,1.0,17.0,0.0,0.0
993,RobiAl02,Allen Robinson,25,WR,13,12,94.0,55,58.5%,754,13.7,4,43,8.0,4.2,58.0,1.0,0.3
994,RobiAl02,Allen Robinson,26,WR,16,15,154.0,98,63.6%,1147,11.7,7,49,7.4,6.1,71.7,0.0,0.4
995,RobiAl02,Allen Robinson,27,WR,16,16,151.0,102,67.5%,1250,12.3,6,42,8.3,6.4,78.1,0.0,0.4
996,RobiAl02,Allen Robinson,28,WR,12,11,66.0,38,57.6%,410,10.8,1,39,6.2,3.2,34.2,0.0,0.1
997,RobiDe01,Demarcus Robinson,23,WR,16,8,39.0,21,53.8%,212,10.1,0,33,5.4,1.3,13.3,0.0,0.0
998,RobiDe01,Demarcus Robinson,24,WR,16,5,33.0,22,66.7%,288,13.1,4,89,8.7,1.4,18.0,0.0,0.2
999,RobiDe01,Demarcus Robinson,25,WR,16,10,55.0,32,58.2%,449,14.0,4,44,8.2,2.0,28.1,0.0,0.2
1000,RobiDe01,Demarcus Robinson,26,WR,16,9,59.0,45,76.3%,466,10.4,3,28,7.9,2.8,29.1,2.0,0.2
1001,RobiDe01,Demarcus Robinson,27,WR,17,10,41.0,25,61.0%,264,10.6,3,33,6.4,1.5,15.5,0.0,0.2
1002,RobiJa00,James Robinson,22,RB,14,14,60.0,49,81.7%,344,7.0,3,28,5.7,3.5,24.6,3.0,0.2
1003,RobiJa00,James Robinson,23,RB,14,13,46.0,31,67.4%,222,7.2,0,26,4.8,2.2,15.9,4.0,0.0
