,id,Player,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,TD/G
1205,WashDw00,Dwayne Washington,27,RB,14,0,2.0,2,100.0%,12,6.0,0,6,6.0,0.1,0.9,0.0,0.0
1206,WatkQu00,Quez Watkins,22,WR,6,0,13.0,7,53.8%,106,15.1,1,43,8.2,1.2,17.7,0.0,0.2
1207,WatkQu00,Quez Watkins,23,WR,17,12,62.0,43,69.4%,647,15.0,1,91,10.4,2.5,38.1,0.0,0.1
1208,WatkSa00,Sammy Watkins,21,WR,16,16,128.0,65,50.8%,982,15.1,6,84,7.7,4.1,61.4,1.0,0.4
1209,WatkSa00,Sammy Watkins,22,WR,13,13,96.0,60,62.5%,1047,17.5,9,63,10.9,4.6,80.5,0.0,0.7
1210,WatkSa00,Sammy Watkins,23,WR,8,8,52.0,28,53.8%,430,15.4,2,62,8.3,3.5,53.8,0.0,0.2
1211,WatkSa00,Sammy Watkins,24,WR,15,14,70.0,39,55.7%,593,15.2,8,67,8.5,2.6,39.5,0.0,0.5
1212,WatkSa00,Sammy Watkins,25,WR,10,9,55.0,40,72.7%,519,13.0,3,50,9.4,4.0,51.9,1.0,0.3
1213,WatkSa00,Sammy Watkins,26,WR,14,13,90.0,52,57.8%,673,12.9,3,68,7.5,3.7,48.1,2.0,0.2
1214,WatkSa00,Sammy Watkins,27,WR,10,9,55.0,37,67.3%,421,11.4,2,37,7.7,3.7,42.1,1.0,0.2
1215,WatkSa00,Sammy Watkins,28,WR,13,9,49.0,27,55.1%,394,14.6,1,49,8.0,2.1,30.3,1.0,0.1
1216,WatsJu01,Justin Watson,22,WR,12,0,3.0,1,33.3%,5,5.0,0,5,1.7,0.1,0.4,0.0,0.0
1217,WatsJu01,Justin Watson,23,WR,16,2,26.0,15,57.7%,159,10.6,2,17,6.1,0.9,9.9,0.0,0.1
1218,WatsJu01,Justin Watson,24,WR,11,2,11.0,7,63.6%,94,13.4,0,36,8.5,0.6,8.5,0.0,0.0
1219,WescTr00,Trevon Wesco,24,TE,16,1,3.0,2,66.7%,47,23.5,0,32,15.7,0.1,2.9,0.0,0.0
1220,WescTr00,Trevon Wesco,25,TE,12,4,2.0,1,50.0%,5,5.0,0,5,2.5,0.1,0.4,0.0,0.0
1221,WescTr00,Trevon Wesco,26,TE,12,7,5.0,3,60.0%,35,11.7,0,19,7.0,0.3,2.9,0.0,0.0
1222,WestNi00,Nick Westbrook-Ikhine,23,WR,14,1,8.0,3,37.5%,33,11.0,0,19,4.1,0.2,2.4,0.0,0.0
1223,WestNi00,Nick Westbrook-Ikhine,24,WR,16,7,57.0,38,66.7%,476,12.5,4,46,8.4,2.4,29.8,1.0,0.2
1224,WhitCo05,Cody White,23,WR,15,0,6.0,5,83.3%,33,6.6,0,11,5.5,0.3,2.2,0.0,0.0
1225,WhitKe00,Kevin White,24,WR,4,4,36.0,19,52.8%,187,9.8,0,32,5.2,4.8,46.8,0.0,0.0
1226,WhitKe00,Kevin White,25,WR,1,1,4.0,2,50.0%,6,3.0,0,6,1.5,2.0,6.0,0.0,0.0
1227,WhitKe00,Kevin White,26,WR,9,0,8.0,4,50.0%,92,23.0,0,54,11.5,0.4,10.2,0.0,0.0
1228,WhitKe00,Kevin White,29,WR,6,1,5.0,1,20.0%,38,38.0,0,38,7.6,0.2,6.3,0.0,0.0
1229,WilcMi01,Mitchell Wilcox,25,TE,15,1,5.0,3,60.0%,16,5.3,0,8,3.2,0.2,1.1,0.0,0.0
1230,WilkJo01,Jordan Wilkins,24,RB,16,3,17.0,16,94.1%,85,5.3,0,17,5.0,1.0,5.3,2.0,0.0
1231,WilkJo01,Jordan Wilkins,25,RB,14,1,11.0,7,63.6%,43,6.1,0,11,3.9,0.5,3.1,0.0,0.0
1232,WilkJo01,Jordan Wilkins,26,RB,15,0,16.0,12,75.0%,105,8.8,0,24,6.6,0.8,7.0,0.0,0.0
1233,WillDa10,Darrel Williams,23,RB,6,0,3.0,3,100.0%,27,9.0,1,11,9.0,0.5,4.5,0.0,0.2
1234,WillDa10,Darrel Williams,24,RB,12,0,19.0,15,78.9%,167,11.1,1,52,8.8,1.3,13.9,1.0,0.1
1235,WillDa10,Darrel Williams,25,RB,16,0,26.0,18,69.2%,116,6.4,0,15,4.5,1.1,7.3,0.0,0.0
1236,WillDa10,Darrel Williams,26,RB,17,7,57.0,47,82.5%,452,9.6,2,38,7.9,2.8,26.6,0.0,0.1
1237,WillJa06,Jamaal Williams,22,RB,16,7,34.0,25,73.5%,262,10.5,2,54,7.7,1.6,16.4,0.0,0.1
1238,WillJa06,Jamaal Williams,23,RB,16,8,41.0,27,65.9%,210,7.8,0,26,5.1,1.7,13.1,0.0,0.0
1239,WillJa06,Jamaal Williams,24,RB,14,2,45.0,39,86.7%,253,6.5,5,17,5.6,2.8,18.1,0.0,0.4
1240,WillJa06,Jamaal Williams,25,RB,14,3,35.0,31,88.6%,236,7.6,1,29,6.7,2.2,16.9,0.0,0.1
1241,WillJa06,Jamaal Williams,26,RB,13,11,28.0,26,92.9%,157,6.0,0,15,5.6,2.0,12.1,1.0,0.0
1242,WillJa10,Javonte Williams,21,RB,17,1,53.0,43,81.1%,316,7.3,3,42,6.0,2.5,18.6,2.0,0.2
1243,WillMa04,Maxx Williams,21,TE,14,7,48.0,32,66.7%,268,8.4,1,28,5.6,2.3,19.1,1.0,0.1
1244,WillMa04,Maxx Williams,23,TE,11,8,18.0,15,83.3%,86,5.7,1,17,4.8,1.4,7.8,1.0,0.1
1245,WillMa04,Maxx Williams,24,TE,13,6,17.0,16,94.1%,143,8.9,1,25,8.4,1.2,11.0,0.0,0.1
1246,WillMa04,Maxx Williams,25,TE,16,10,19.0,15,78.9%,202,13.5,1,28,10.6,0.9,12.6,0.0,0.1
1247,WillMa04,Maxx Williams,26,TE,9,8,10.0,8,80.0%,102,12.8,1,42,10.2,0.9,11.3,0.0,0.1
1248,WillMa04,Maxx Williams,27,TE,5,5,17.0,16,94.1%,193,12.1,1,34,11.4,3.2,38.6,0.0,0.2
1249,WillMi07,Mike Williams,23,WR,10,1,23.0,11,47.8%,95,8.6,0,20,4.1,1.1,9.5,0.0,0.0
1250,WillMi07,Mike Williams,24,WR,16,5,66.0,43,65.2%,664,15.4,10,55,10.1,2.7,41.5,0.0,0.6
1251,WillMi07,Mike Williams,25,WR,15,15,90.0,49,54.4%,1001,20.4,2,56,11.1,3.3,66.7,0.0,0.1
1252,WillMi07,Mike Williams,26,WR,15,11,85.0,48,56.5%,756,15.8,5,64,8.9,3.2,50.4,0.0,0.3
1253,WillMi07,Mike Williams,27,WR,16,14,129.0,76,58.9%,1146,15.1,9,72,8.9,4.8,71.6,0.0,0.6
1254,WillTr06,Trayveon Williams,23,RB,10,0,5.0,5,100.0%,30,6.0,0,13,6.0,0.5,3.0,1.0,0.0
1255,WillTr06,Trayveon Williams,24,RB,5,0,2.0,1,50.0%,4,4.0,0,4,2.0,0.2,0.8,0.0,0.0
1256,WilsCe01,Cedrick Wilson Jr.,24,WR,6,0,8.0,5,62.5%,46,9.2,0,14,5.8,0.8,7.7,0.0,0.0
1257,WilsCe01,Cedrick Wilson Jr.,25,WR,16,0,28.0,17,60.7%,189,11.1,2,42,6.8,1.1,11.8,0.0,0.1
1258,WilsCe01,Cedrick Wilson Jr.,26,WR,16,4,61.0,45,73.8%,602,13.4,6,73,9.9,2.8,37.6,3.0,0.4
1259,WilsJe01,Jeff Wilson,23,RB,6,2,15.0,12,80.0%,98,8.2,0,24,6.5,2.0,16.3,3.0,0.0
1260,WilsJe01,Jeff Wilson,24,RB,10,0,5.0,3,60.0%,34,11.3,1,25,6.8,0.3,3.4,0.0,0.1
1261,WilsJe01,Jeff Wilson,25,RB,12,3,28.0,13,46.4%,133,10.2,3,21,4.8,1.1,11.1,2.0,0.2
1262,WilsJe01,Jeff Wilson,26,RB,9,4,8.0,7,87.5%,31,4.4,0,11,3.9,0.8,3.4,1.0,0.0
1263,WilsRu00,Russell Wilson*,26,QB,16,16,1.0,1,100.0%,17,17.0,0,17,17.0,0.1,1.1,11.0,0.0
1264,WilsRu00,Russell Wilson,28,QB,16,16,2.0,2,100.0%,14,7.0,1,15,7.0,0.1,0.9,8.0,0.1
1265,WilsRu00,Russell Wilson*,30,QB,16,16,1.0,1,100.0%,-11,-11.0,0,-11,-11.0,0.1,-0.7,10.0,0.0
1266,WilsZa00,Zach Wilson,22,QB,13,13,1.0,0,0.0%,0,,0,0,0.0,0.0,0.0,5.0,0.0
1267,WinfJu00,Juwann Winfree,25,WR,7,0,13.0,8,61.5%,58,7.3,0,12,4.5,1.1,8.3,2.0,0.0
1268,WoerCh00,Charlie Woerner,23,TE,14,0,4.0,3,75.0%,36,12.0,0,18,9.0,0.2,2.6,0.0,0.0
1269,WoerCh00,Charlie Woerner,24,TE,17,3,6.0,5,83.3%,52,10.4,0,27,8.7,0.3,3.1,0.0,0.0
1270,WoodRo02,Robert Woods,21,WR,14,14,85.0,40,47.1%,587,14.7,3,57,6.9,2.9,41.9,0.0,0.2
1271,WoodRo02,Robert Woods,22,WR,16,15,104.0,65,62.5%,699,10.8,5,37,6.7,4.1,43.7,1.0,0.3
1272,WoodRo02,Robert Woods,23,WR,14,9,80.0,47,58.8%,552,11.7,3,37,6.9,3.4,39.4,2.0,0.2
1273,WoodRo02,Robert Woods,24,WR,13,10,76.0,51,67.1%,613,12.0,1,34,8.1,3.9,47.2,0.0,0.1
1274,WoodRo02,Robert Woods,25,WR,12,11,85.0,56,65.9%,781,13.9,5,94,9.2,4.7,65.1,1.0,0.4
1275,WoodRo02,Robert Woods,26,WR,16,16,130.0,86,66.2%,1219,14.2,6,39,9.4,5.4,76.2,0.0,0.4
1276,WoodRo02,Robert Woods,27,WR,15,15,139.0,90,64.7%,1134,12.6,2,48,8.2,6.0,75.6,0.0,0.1
1277,WoodRo02,Robert Woods,28,WR,16,16,129.0,90,69.8%,936,10.4,6,56,7.3,5.6,58.5,2.0,0.4
1278,WoodRo02,Robert Woods,29,WR,9,9,69.0,45,65.2%,556,12.4,4,28,8.1,5.0,61.8,0.0,0.4
1279,WrigBr01,Brock Wright,23,TE,10,5,17.0,12,70.6%,117,9.8,2,36,6.9,1.2,11.7,0.0,0.2
1280,ZaccOl01,Olamide Zaccheaus,22,WR,10,0,5.0,3,60.0%,115,38.3,1,93,23.0,0.3,11.5,0.0,0.1
1281,ZaccOl01,Olamide Zaccheaus,23,WR,11,2,32.0,20,62.5%,274,13.7,1,51,8.6,1.8,24.9,0.0,0.1
1282,ZaccOl01,Olamide Zaccheaus,24,WR,17,8,53.0,31,58.5%,406,13.1,3,49,7.7,1.8,23.9,0.0,0.2
1283,ZylsSh00,Shane Zylstra,25,TE,4,0,7.0,3,42.9%,34,11.3,0,16,4.9,0.8,8.5,0.0,0.0
